aljazeera,https://www.aljazeera.com/
alternet,https://www.alternet.org/
americanconservative,https://www.theamericanconservative.com/
americanspectator,http://spectator.org/
americanthinker,https://www.americanthinker.com/
antiwar,http://antiwar.com/#spider
ap,https://apnews.com/
bbc,https://www.bbc.com/news
bloomberg,https://www.bloomberg.com/
breitbart,http://www.breitbart.com/
businessinsider,http://businessinsider.com/
buzzfeed,https://www.buzzfeed.com/
canary,https://www.thecanary.co/
cbs,https://www.cbsnews.com/
cnbc,https://www.cnbc.com/
cnn,http://cnn.com/
commondreams,http://www.commondreams.org/
consortium,https://consortiumnews.com/
conversation,https://theconversation.com/
counterpunch,http://counterpunch.org/
dailycaller,http://dailycaller.com/
dailykos,http://www.dailykos.com/
defenseone,https://www.defenseone.com/
democracynow,https://www.democracynow.org/
economist,https://www.economist.com/
eff,https://www.eff.org/
fivethirtyeight,https://fivethirtyeight.com/
forbes,https://www.forbes.com/
foreignaffairs,https://www.foreignaffairs.com/
fox,http://www.foxnews.com/
globalresearch,https://www.globalresearch.ca/
grayzone,https://thegrayzone.com/
guardian,https://www.theguardian.com/
huffingtonpost,https://www.huffingtonpost.com/
independent,https://www.independent.co.uk/us
infowars,http://www.infowars.com/
intercept,https://theintercept.com/
jacobinmag,http://jacobinmag.com/
koreaherald,http://www.koreaherald.com/
lewrockwell,https://www.lewrockwell.com/
mintpress,http://mintpressnews.com/
motherjones,http://www.motherjones.com/
nationalreview,http://www.nationalreview.com/
nbc,https://www.nbcnews.com/
neweasternoutlook,https://journal-neo.org/
newsbud,https://www.newsbud.com/
npr,https://www.npr.org/
nypost,https://nypost.com/
nytimes,https://www.nytimes.com
observerny,https://observer.com/
offguardian,https://off-guardian.org/
peoplesdaily,http://en.people.cn/
pjmedia,https://pjmedia.com/
propublica,https://www.propublica.org/
psychologytoday,https://www.psychologytoday.com/us
rawstory,http://rawstory.com
reuters,https://www.reuters.com/
rt,https://rt.com/
shadowproof,https://shadowproof.com/
slate,https://slate.com/
socialistalternative,https://www.socialistalternative.org/
socialistproject,https://socialistproject.ca/bullet/
spectator,https://www.spectator.co.uk/
strategicculture,https://www.strategic-culture.org/
time,http://time.com
truthdig,http://www.truthdig.com
usatoday,https://www.usatoday.com/
verge,https://www.theverge.com/
vice,https://www.vice.com/en_us
vox,https://www.vox.com
wapo,https://www.washingtonpost.com/
watchdog,https://thewatchdog.net/
wsj,https://www.wsj.com
dailymail,https://www.dailymail.co.uk/ushome/index.html
dailywire,https://www.dailywire.com/
freebeacon,http://freebeacon.com
townhall,http://townhall.com
veteranstoday,https://www.veteranstoday.com/
oneamerica,http://oann.com/
voltairenetwork,https://www.voltairenet.org/en
metaculus,https://www.metaculus.com/
msnbc,http://www.msnbc.com
newsweek,https://www.newsweek.com/
federalist,http://thefederalist.com/
redstate,http://www.redstate.com
axios,https://www.axios.com/
scientificamerican,https://www.scientificamerican.com/
wired,https://www.wired.com/
snopes,https://www.snopes.com/
jpost,https://www.jpost.com/
factcheck,https://www.factcheck.org/
atlantic,https://www.theatlantic.com
mashable,https://mashable.com/
newyorker,https://www.newyorker.com/
salon,http://www.salon.com/
currentaffairs,https://www.currentaffairs.org/
newrepublic,https://newrepublic.com/
conservativereview,http://conservativereview.com/
opednews,http://www.opednews.com
reveal,https://www.revealnews.org/
pressfreedom,https://freedom.press
qz,https://qz.com/
pbs,https://www.pbs.org/newshour/
techcrunch,https://techcrunch.com/
realnews,http://therealnews.com#spider
newscientist,https://www.newscientist.com/
science,https://www.sciencemag.org/