Code,"ID (NYT, cartogram)",Show it?,Tag it?,Official name,Lowercase name,Parents,Popularity,tag0,tag1,tag2,tag3,tag4,tag5,tag6,Part of,Code,Comment,Search string
immigration,9360897,1,1,Immigration & refugees,immigration & refugees,2,0.00182,news,social_issues,,,,,,,ge,immigration and refugees,
immigration_emigration,9361393,0,1,Immigration and emigration,immigration and emigration,3,0.00002,news,social_issues,immigration,,,,,,gf,immigration and emigration,
refugees,9361980,0,1,Refugees and expatriates,refugees and expatriates,3,0.00002,news,social_issues,immigration,,,,,,gg,refugees and expatriates,
social_conditions,9361387,1,1,Social conditions & trends,social conditions and trends,2,0.06500,news,social_issues,,,,,,,gh,social conditions and trends,
welfare,9361320,1,1,Welfare,welfare,3,0.00151,news,social_issues,social_conditions,,,,,,gi,welfare (us),welfare
labor,9360859,1,1,Labor,labor,3,0.04335,news,social_issues,social_conditions,,,,,,gj,labor,labor
unemployment,9360967,1,1,Unemployment,unemployment,3,0.01237,news,social_issues,social_conditions,,,,,,gk,unemployment,unemploy
unemployment_ job_market,9361984,0,1,Unemployment & job market,unemployment & job market,4,0.00002,news,social_issues,social_conditions,unemployment,money,,,,gl,unemployment and job market,"""job market"""
layoffs,9361381,0,1,Layoffs,layoffs,4,0.00128,news,social_issues,social_conditions,unemployment,money,,,,gm,layoffs (labor),layoff
layoffs2,9361052,0,1,Layoffs and job reductions,layoffs and job reductions,4,0.00157,news,social_issues,social_conditions,unemployment,money,,,,gn,layoffs and job reductions,"""job reduction"""
veterans,9361338,1,1,Veterans,veterans,3,0.00606,news,social_issues,social_conditions,,,,,,go,veterans,veteran
disabilities,9360857,1,1,Disabilities,disabilities,3,0.00091,news,social_issues,social_conditions,,,,,,gp,handicapped,disabilit OR handicapped
housing,9361048,1,1,Housing,housing,3,0.00835,news,social_issues,social_conditions,,,,,,gq,housing,"""affordable housing"""
homeless persons,9361085,1,1,Homelessness,homelessness,3,0.00096,news,social_issues,social_conditions,,,,,,gr,homeless persons,homeless
drug_abuse,9361363,1,1,Drug abuse,drug abuse,3,0.00002,news,social_issues,social_conditions,,,,,,gs,drug addiction and abuse,"""drug abuse"" OR ""drug addict"""
bullying,,1,1,Bullying,bullying,3,0.00016,news,social_issues,social_conditions,,,,,,gt,,bullying OR bullied
cyberbullying,,1,1,Cyberbullying,cyberbullying,3,0.00004,news,social_issues,social_conditions,,,,,,gu,,cyberbully
sci_tech,9361080,1,0,Science & technology,science & technology,1,0.18171,news,,,,,,,,gv,science and technology,
computers_internet,9360839,1,1,Computers & internet,computers & internet,2,0.04573,news,sci_tech,industries,,,,,,gw,computers and the internet,
hardware,,1,1,Hardware,hardware,3,0.00182,news,sci_tech,computers_internet,,,,,,gx,,"""computer hardware"""
personal_computers,9361414,0,1,Personal computers,personal computers,4,0.00002,news,sci_tech,computers_internet,hardware,,,,,gy,personal computers,"""personal computer"" OR ""laptop"" OR ""desktop"""
computer_chips,9361306,0,1,Computer chips,computer chips,4,0.00002,news,sci_tech,computers_internet,hardware,,,,,gz,computer chips,"""computer chip"" OR cpu"
electronics,9361993,0,1,Electronics,electronics,4,0.00110,news,sci_tech,computers_internet,hardware,,,,,ha,electronics,electronics
id_devices,9361075,0,1,Identification devices,identification devices,4,0.00002,news,sci_tech,computers_internet,hardware,,,,,hb,identification devices,"""identification device"" OR rfid"
software,9360880,1,1,Software,software,3,0.02806,news,sci_tech,computers_internet,,,,,,hc,computer software,"""computer software"" OR ""business software"""
software_products,9361413,1,1,Software products,software products,4,0.00002,news,sci_tech,computers_internet,software,,,,,hd,software products,"""software product"""
data_processing,9361390,0,1,Data processing,data processing,4,0.00002,news,sci_tech,computers_internet,software,,,,,he,data processing (computers),"""data process"""
email,9360903,0,1,Email,email,4,0.02537,news,sci_tech,computers_internet,software,,,,,hf,electronic mail,"""email overload"" OR ""too much email"" OR ""email inbox"" or ""email server"""
computer_games,9360971,1,1,Games,games,3,0.00769,news,sci_tech,computers_internet,,,,,,hg,computer and video games,"""computer game"" OR esport"
cybersecurity,9361172,1,1,Computer security,computer security,3,0.00014,news,sci_tech,computers_internet,,,,,,hh,computer security,"""computer security"" or cybersecurity"
telco,9360991,1,1,Communication,communication,2,0.01196,news,sci_tech,industries,,,,,,hi,telephones and telecommunications,telecommunication
mobile_phones,9361026,0,1,Mobile phones,mobile phones,3,0.00079,news,sci_tech,telco,,,,,,hj,cellular telephones,"""mobile phone"" OR ""cell phone"" OR smartphone"
satellites,9361280,0,1,Satellites,satellites,3,0.00019,news,sci_tech,telco,,,,,,hk,satellites,satellite
transportation,9361259,1,1,Transportation,transportation,2,0.01915,news,sci_tech,industries,,,,,,hl,transportation,transportation
air_travel,,1,1,Air travel,air travel,3,0.00273,news,sci_tech,transportation,,,,,,hm,,"""air travel"" "
airlines_planes,9360940,0,1,Airlines and airplanes,airlines and airplanes,4,0.00118,news,sci_tech,transportation,air_travel,,,,,hn,airlines and airplanes,airline OR airplane
airports,9361150,0,1,Airports,airports,4,0.00055,news,sci_tech,transportation,air_travel,,,,,ho,airports,airport
pilots,9361334,0,1,Pilots,pilots,4,0.00055,news,sci_tech,transportation,air_travel,,,,,hp,pilots,pilot
ship_travel,9361124,1,1,Ship travel,ship travel,3,0.00015,news,sci_tech,transportation,,,,,,hq,ships and shipping,"""ship travel"""
ferries,9361323,0,1,Ferries,ferries,4,0.00006,news,sci_tech,transportation,ship_travel,,,,,hr,ferries,ferry OR ferries
rail_travel,9361211,1,1,Rail travel,rail travel,3,0.00010,news,sci_tech,transportation,,,,,,hs,railroads,"""rail travel"" OR ""railroad"" OR train"
driving,,1,0,Driving,driving,3,0.00818,news,sci_tech,transportation,,,,,,ht,,driving OR driver
roads_traffic,9360913,0,1,Roads and traffic,roads and traffic,4,0.00055,news,sci_tech,transportation,driving,,,,,hu,roads and traffic,roads OR streets OR highway OR traffic
cars,9360914,0,1,Cars,cars,4,0.00757,news,sci_tech,transportation,driving,,,,,hv,automobiles,cars
taxis,9361161,0,1,Taxis,taxicabs and taxicab drivers,4,0.00017,news,sci_tech,transportation,driving,,,,,hw,taxicabs and taxicab drivers,taxi
ride_sharing,,0,1,Ride sharing,ride sharing,4,0.00002,news,sci_tech,transportation,driving,,,,,hx,,"uber OR lyft OR ""ride sharing"" OR ""ride hailing"""
bridges_tunnels,9361028,0,1,Bridges and tunnels,bridges and tunnels,4,0.00006,news,sci_tech,transportation,driving,,,,,hy,bridges and tunnels,bridge OR tunnel
commuting,9361245,1,1,Commuting,commuting,3,0.00128,news,sci_tech,transportation,,,,,,hz,commuting,commuting OR commuter
transit_systems,9361045,0,1,Transit systems,transit systems,4,0.00048,news,sci_tech,transportation,commuting,,,,,ia,transit systems,"""transit system"" OR ""public transportation"""
subways,9361046,0,1,Subways,subways,4,0.00038,news,sci_tech,transportation,commuting,,,,,ib,subways,subway OR metro
buses,9361089,0,1,Buses,buses,4,0.00057,news,sci_tech,transportation,commuting,,,,,ic,buses,bus
stations,9361246,0,1,Stations and terminals,stations and terminals,4,0.00002,news,sci_tech,transportation,commuting,,,,,id,stations and terminals (passenger),station OR terminal
trucking,9361281,1,1,Trucking,trucking,3,0.00054,news,sci_tech,transportation,,,,,,ie,trucks and trucking,truck
utility vehicles and other light trucks,9361288,0,1,Utility vehicles and other light trucks,utility vehicles and other light trucks,4,0.00002,news,sci_tech,transportation,trucking,,,,,if,utility vehicles and other light trucks,
research,9361083,1,1,Research,research,2,0.07345,news,sci_tech,,,,,,,ig,research,Research
mathematics,9360872,1,1,Mathematics,mathematics,3,0.00045,news,sci_tech,research,,,,,,ih,mathematics,mathematics
physics,9361225,1,1,Physics,physics,3,0.00067,news,sci_tech,research,,,,,,ii,physics,physics
chemistry,9361262,1,1,Chemistry,chemistry,3,0.00053,news,sci_tech,research,,,,,,ij,chemistry,chemistry
computer_science,,1,1,Computer Science,computer science,3,0.00034,news,sci_tech,research,,,,,,ik,,"""computer science"" OR algorithm"
cryptocurrency,,0,1,Cryptocurrency,cryptocurrency,4,0.00012,news,sci_tech,research,computer_science,,,,,il,,cryptocurrency OR bitcoin OR ethereum
ai,,1,1,Artificial Intelligence,artificial intelligence,3,0.00070,news,sci_tech,research,,,,,,im,,"""artificial Intelligence"""
ml,,0,1,Machine Learning,machine learning,4,0.00015,news,sci_tech,research,ai,,,,,in,,"""machine learning"""
engineering,,1,1,Engineering,engineering,3,0.00730,news,sci_tech,research,,,,,,io,,engineering
biology,9361179,1,1,Biology & biochemistry,biology & biochemistry,3,0.00003,news,sci_tech,research,,,,,,ip,biology and biochemistry,oiology OR biochemistry
physiology,9361180,1,1,Anatomy & physiology,anatomy & physiology,3,0.00067,news,sci_tech,research,,,,,,iq,anatomy and physiology,Anatomy OR physiology
genetics,9361140,1,1,Genetics & heredity,genetics & heredity,3,0.00086,news,sci_tech,research,,,,,,ir,genetics and heredity,genetics
anthropology,9360986,1,1,Archaeology &  anthropology,archaeology &  anthropology,3,0.00003,news,sci_tech,research,,,,,,is,archaeology and anthropology,archaeology OR  anthropology
space,9361032,1,1,Space,space,3,0.01204,news,sci_tech,research,,,,,,it,space,"astronomy OR astrophysics OR spacex or ""rocket launch"""
space_shuttle,9361076,0,1,Space shuttle,space shuttle,4,0.00014,news,sci_tech,research,space,,,,,iu,space shuttle,"""space shuttle"""
inventions,9361040,1,1,Inventions & patents,inventions & patents,3,0.00014,news,sci_tech,research,,,,,,iv,inventions and patents,invention OR patent
standards,9360978,1,1,Standards & standardization,standards & standardization,3,0.00002,news,sci_tech,research,,,,,,iw,standards and standardization,standardization
education,,1,1,Education,education,2,0.05642,news,sci_tech,,,,,,,ix,education,education
schools,9360833,1,1,Schools,schools,3,0.01674,news,sci_tech,education,,,,,,iy,education and schools,school
universities,9360861,1,1,Colleges & universities,colleges & universities,3,0.00133,news,sci_tech,education,,,,,,iz,colleges and universities,college OR university
testing,9360838,1,1,Testing,testing,3,0.02178,news,sci_tech,education,,,,,,ja,tests and testing,"""educational test"" OR ""SAT test"" or ""GRE test"" "
financial_aid,9361020,1,1,Financial aid,financial aid,3,0.00049,news,sci_tech,education,,,,,,jb,scholarships and fellowships,"""financial aid"" or ""scholarship"" or ""fellowship"""
tuition,9360962,0,1,Tuition,tuition,4,0.00037,news,sci_tech,education,financial_aid,,,,,jc,tuition,130
teachers,9360834,1,1,Teachers & school employees,teachers & school employees,3,0.00032,news,sci_tech,education,,,,,,jd,teachers and school employees,"teacher OR ""school employee"""
libraries,9360907,1,1,Libraries & librarians,libraries & librarians,3,0.00004,news,sci_tech,education,,,,,,je,libraries and librarians,librar
reading_writing,9360874,1,1,Reading & writing skills,reading & writing skills,3,0.00002,news,sci_tech,education,,,,,,jf,reading and writing skills,"""reading skill"" OR ""writing skill"""
english,9361348,1,1,English language,English language,3,0.00108,news,sci_tech,education,,,,,,jg,english language,"""english language"" OR ""learn english"" or ""study english"" OR ""studying english"""
health,,1,0,Health,health,1,0.53843,news,,,,,,,,jh,health,
diseases,9360942,1,1,Diseases & conditions,diseases & conditions,2,0.46300,news,health,,,,,,,ji,diseases and conditions,diseases & conditions
cancer,9361061,1,1,Cancer,cancer,3,0.00424,news,health,diseases,,,,,,jj,cancer,cancer
cardiovascular,,1,1,Cardiovascular disease,cardiovascular disease,3,0.00003,news,health,diseases,,,,,,jk,,cardiovascular OR stroke OR aneurysm
heart_disease,9361197,0,1,Heart disease,heart disease,4,0.00037,news,health,diseases,heart_disease,,,,,jl,heart,"""heart disease"" OR ""heart attack"" OR infarction OR ""bypass surgery"""
diabetes,,1,1,Diabetes,diabetes,3,0.00068,news,health,diseases,,,,,,jm,,diabetes
womens_health,,1,1,Women's health,women's health,3,0.00052,news,health,diseases,,,,,,jn,,
breast,9361293,0,1,Breast,breast,4,0.00052,news,health,diseases,womens_health,,,,,jo,breast,"""breast cancer"" OR mammogram OR ""pap smear"" or ""cervical"" OR masectomy OR obgyn"
reproduction,9361194,0,1,Reproduction (biological),reproduction (biological),3,0.00006,news,health,diseases,,,,,,jp,reproduction (biological),"""reproductive health"" OR fertilization OR fertility OR ivf"
pregnancy,9361090,0,1,Pregnancy and obstetrics,pregnancy and obstetrics,3,0.00054,news,health,diseases,,,,,,jq,pregnancy and obstetrics,pregnan OR obstetric
mens_health,,1,1,Men's health,men's health,3,0.00002,news,health,diseases,,,,,,jr,,prostate or testicular
neurological_disorders,9361250,1,1,Neurological disorders,neurological disorders,3,0.00002,news,health,diseases,,,,,,js,brain,"neurological OR ""brain tumor"" OR als OR alzheimer OR palsy OR ""brain injury"" OR ""brain tumor"" OR epilepsy OR seizure"
mental_health,9361126,1,1,Mental health,mental health,3,0.00346,news,health,diseases,,,,,,jt,mental health and disorders,"""mental health"" OR ""mental disorder"" OR depression OR psychosis OR ""nervous breakdown"" OR bipolar"
suicide,9361087,0,1,Suicide,suicide,4,0.00201,news,health,diseases,mental_health,,,,,ju,suicides and suicide attempts,suicid
infectious_disease,,1,1,Infectious diseases,infectious diseases,3,0.42571,news,health,diseases,,,,,,jv,,"""infectious disease"""
viruses,9361055,0,1,Viruses,viruses,4,0.01382,news,health,diseases,infectious_disease,,,,,jw,viruses,viruse
covid,,1,1,COVID-19,COVID-19,4,0.41005,news,health,diseases,infectious_disease,,,,,jx,covid-19,covid OR coronavirus
malaria,,1,1,Malaria,malaria,4,0.00104,news,health,diseases,infectious_disease,,,,,jy,,malaria
hepatitis,,1,1,Hepatitis,hepatitis,4,0.00030,news,health,diseases,infectious_disease,,,,,jz,,hepatitis
dengue,,1,1,Dengue,dengue,4,0.00017,news,health,diseases,infectious_disease,,,,,ka,,dengue
influenza,,1,1,Influenza,influenza,4,0.00174,news,health,diseases,infectious_disease,,,,,kb,,influenza
hiv,9361143,1,1,HIV,HIV,4,0.01060,news,health,diseases,infectious_disease,,,,,kc,acquired immune deficiency syndrome,hiv
aids,9361158,0,1,Acquired immune deficiency syndrome (aids),acquired immune deficiency syndrome (aids),5,0.00012,news,health,diseases,infectious_disease,hiv,,,,kd,acquired immune deficiency syndrome (aids),aids
ebola,,1,1,Ebola,ebola,4,0.01216,news,health,diseases,infectious_disease,,,,,ke,,ebola
zika,,1,1,Zika,zika,4,0.00189,news,health,diseases,infectious_disease,,,,,kf,,zika
anthrax,9361142,0,1,Anthrax,anthrax,4,0.00014,news,health,diseases,infectious_disease,,,,,kg,anthrax,anthrax
unhealth,,1,0,Sources of unhealth,sources of unhealth,2,0.01639,news,health,,,,,,,kh,other sources of unhealth,sources of unhealth
obesity,9361084,1,1,Obesity,obesity,3,0.00256,news,health,unhealth,,,,,,ki,weight,obesity
exercise,9360980,0,1,Exercise,exercise,4,0.00201,news,health,medicine,obesity,,,,,kj,exercise,exercise
carbs,,0,1,Controversy: is far or carbs the bigger problem?,controversy: is far or carbs the bigger problem?,3,0.00002,news,health,unhealth,,,,,,kk,controversy: is far or carbs the bigger problem?,"""low-carb"""
best_diet,,0,1,Controversy: what weight loss strategy is best?,controversy: what weight loss strategy is best?,3,0.00002,news,health,unhealth,,,,,,kl,controversy: what weight loss strategy is best?,
school_soda,,0,1,Controversy: ban soda machines in schools (y/n),controversy: ban soda machines in schools (y/n),3,0.00002,news,health,unhealth,,,,,,km,controversy: ban soda machines in schools (y/n),
school_lunches,,0,1,Controversy: require healthier school lunches (pro/con),controversy: require healthier school lunches (pro/con),3,0.00002,news,health,unhealth,,,,,,kn,controversy: require healthier school lunches (pro/con),"""free school lunch"""
accidents,9360977,1,1,Accidents,accidents,3,0.00130,news,health,unhealth,,,,,,ko,accidents and safety,accident
pollution,,1,1,Pollution,pollution,3,0.00162,news,health,unhealth,,,,,,kp,air pollution,pollution
air_pollution,9361007,0,1,Air pollution,air pollution,4,0.00066,news,health,unhealth,pollution,,,,,kq,air pollution,"""air pollution"""
toxins,9361357,0,1,Hazardous and toxic substances,hazardous and toxic substances,4,0.00002,news,health,unhealth,pollution,,,,,kr,hazardous and toxic substances,toxin OR toxic
smoking,9361037,1,1,Smoking,smoking,3,0.00090,news,health,unhealth,,,,,,ks,smoking and tobacco,smoking OR smoker OR tobacco
vaping,,1,1,Vaping,vaping,3,0.00023,news,health,unhealth,,,,,,kt,,"""e-cigarette"" OR vaping OR vape OR yuul"
alcoholism,9361198,1,1,Alcoholism,alcoholism,3,0.00011,news,health,unhealth,,,,,,ku,alcohol abuse,alcoholism OR alcoholoc
addiction,,1,1,Drug addiction,drug addiction,3,0.00004,news,health,unhealth,,,,,,kv,,"""drug addict"""
opioids,,0,1,Opioid epidemic,opioid epidemic,3,0.00002,news,health,unhealth,,,,,,kw,opioid epidemic,opioid
radiation,9361067,1,1,Radiation,radiation,3,0.00063,news,health,unhealth,,,,,,kx,radiation,radiation
recalls,9361228,1,1,Product recalls & bans,product recalls & bans,3,0.00002,news,health,unhealth,,,,,,ky,recalls and bans of products,"""product recall"" OR ""product ban"""
steroids,9361035,1,1,Steroids,steroids,3,0.00006,news,health,unhealth,,,,,,kz,steroids,anabolic
noise,9360960,1,1,Noise,noise,3,0.00061,news,health,unhealth,,,,,,la,noise,"""noise problem"" OR ""too noisy"""
age,9361319,0,1,"Age, chronological","age, chronological",3,0.00002,news,health,unhealth,,,,,,lb,"age, chronological",
death_dying,9361152,0,1,Death and dying,death and dying,3,0.00009,news,health,unhealth,,,,,,lc,death and dying,death OR dying
deaths,9361346,0,1,Deaths,deaths,3,0.01046,news,health,unhealth,,,,,,ld,deaths,deaths OR died
healthy_eating,,1,1,Healthy eating,healthy eating,2,0.02675,news,health,,,,,,,le,healthy eating,"""healthy eating"""
diets,9361011,0,1,Diet & nutrition,diet & nutrition,3,0.00014,news,health,healthy_eating,,,,,,lf,diet and nutrition,diet OR nutrition
cooking,9361106,0,1,Cooking & recipes,cooking & recipes,3,0.00178,news,health,healthy_eating,,,,,,lg,cooking and cookbooks,cooking OR recipe
recipes,9361107,0,1,Recipes,recipes,4,0.00137,news,health,healthy_eating,cooking,,,,,lh,recipes,recipe
food,9361010,0,1,Food,food,3,0.00619,news,health,healthy_eating,,,,,,li,food,
meat,9361162,0,1,Meat,meat,3,0.00442,news,health,healthy_eating,,,,,,lj,meat,meat
animal_antibiotics,,0,0,Controversy: stricter limits on farm animal antibiotic use? pro/con,controversy: stricter limits on farm animal antibiotic use? pro/con,3,0.00002,news,health,healthy_eating,,,,,,lk,controversy: stricter limits on farm animal antibiotic use? pro/con,
grain,9361168,0,1,Grain,grain,3,0.00056,news,health,healthy_eating,,,,,,ll,grain,grain
dairy,9360993,0,1,Dairy products,dairy products,3,0.00016,news,health,healthy_eating,,,,,,lm,dairy products,dairy
fruit,9361345,0,1,Fruit,fruit,3,0.00098,news,health,healthy_eating,,,,,,ln,fruit,fruit
fast_food,9361366,0,1,Fast food industry,fast food industry,3,0.00002,news,health,healthy_eating,,,,,,lo,fast food industry,"""fast food"""
veganism,,0,1,Veganism,veganism,3,0.00002,news,health,healthy_eating,,,,,,lp,vegan trend,vegan OR vegetarian
food_contamination,9361155,0,1,Food contamination and poisoning,food contamination and poisoning,3,0.00027,news,health,healthy_eating,,,,,,lq,food contamination and poisoning,"poisoning OR ""contaminated food"" OR ""food contamination"""
herbicide_limits,,0,1,Controversy: tougher limits on herbicides/pesticides? y/n,controversy: tougher limits on herbicides/pesticides? y/n,3,0.00002,news,health,healthy_eating,pollution,,,,,lr,controversy: tougher limits on herbicides/pesticides? y/n,herbicides OR pesticides
genetic_engineering,9361333,0,1,Genetic engineering,genetic engineering,3,0.00002,news,health,healthy_eating,,,,,,ls,genetic engineering,"""genetic engineering"" OR gmo"
gmo,,0,1,Controversy: GMO pro/con,controversy: GMO pro/con,3,0.00002,news,health,healthy_eating,,,,,,lt,controversy: GMO pro/con,
beverages,9361108,0,1,Beverages,beverages,3,0.00059,news,health,healthy_eating,,,,,,lu,beverages,beverage
water,9361151,0,1,Water,water,3,0.01398,news,health,healthy_eating,,,,,,lv,water,"""tap water"" OR ""bottled water"" OR ""mineral water"" OR ""drinking water"""
sodas,9361264,0,1,Soft drinks,soft drinks,3,0.00004,news,health,healthy_eating,,,,,,lw,soft drinks,"""soft drink"" OR soda OR ""carbonated beverage"""
drinks,9361128,0,1,Alcoholic beverages,alcoholic beverages,3,0.00030,news,health,healthy_eating,,,,,,lx,alcoholic beverages,"""alcoholic beverage"" or cocktail OR wine OR beer OR liquor"
supermarkets,9361274,0,1,Supermarkets,supermarkets,3,0.00107,news,health,healthy_eating,,,,,,ly,supermarkets,supermarket
medicine,,1,1,Medicine & healthcare,medicine & healthcare,2,0.13913,news,health,,,,,,,lz,sources of better health,medicine OR healthcare
medicine_health,9360852,0,1,Medicine and health,medicine and health,3,0.10070,news,health,medicine,,,,,,ma,medicine and health,medicine
personal_health,9361966,0,1,"Health, personal","health, personal",3,0.00002,news,health,medicine,,,,,,mb,"health, personal",
healthcare,,1,1,Healthcare,healthcare,3,0.04527,news,health,medicine,,,,,,mc,,healthcare
hospitals,9361139,0,1,Hospitals,hospitals,4,0.01775,news,health,medicine,healthcare,,,,,md,hospitals,hospital OR clinic
doctors,9361148,0,1,Doctors,doctors,4,0.01977,news,health,medicine,healthcare,,,,,me,doctors,doctor OR physician
nursing,9361149,0,1,Nursing and nurses,nursing and nurses,4,0.00153,news,health,medicine,healthcare,,,,,mf,nursing and nurses,nursing OR nurse
pharmaceuticals,9360941,1,1,Pharmaceuticals,pharmaceuticals,3,0.00617,news,health,medicine,,,,,,mg,drugs (pharmaceuticals),"pharmaceutical OR ""new drug"""
vaccination,9361041,1,1,Vaccination,vaccination,3,0.00262,news,health,medicine,,,,,,mh,vaccination and immunization,vaccinat
antivax,,0,1,Controversy: vaccination pro/con,controversy: vaccination pro/con,4,0.00002,news,health,medicine,vaccination,,,,,mi,controversy: vaccination pro/con,"""anti-vax"""
surgery,9361195,1,1,Surgery and surgeons,surgery and surgeons,3,0.00035,news,health,medicine,,,,,,mj,surgery and surgeons,"surgery OR surgeon OR anaesthesia OR ""operating room"""
transplants,9361169,0,1,Transplants,transplants,4,0.00011,news,health,medicine,surgery,,,,,mk,transplants,transplant
safety,,1,0,Safety,safety,2,0.00091,news,health,,,,,,,ml,,safety
fires,9361005,1,1,Fires and firefighters,fires and firefighters,3,0.00078,news,health,safety,,,,,,mm,fires and firefighters,fire
firemen,9361006,0,1,Fires and firemen,fires and firemen,4,0.00027,news,health,safety,firemen,,,,,mn,fires and firemen,
rescues,9361275,1,1,Rescues,rescues,3,0.00017,news,health,safety,,,,,,mo,rescues,rescu
health_insurance,9360937,1,1,Health insurance,health insurance,2,0.01830,news,health,,,,,,,mp,health insurance,"""health insurance"""
managed_care,9360936,1,1,Health insurance & managed care,health insurance & managed care,3,0.00116,news,health,health_insurance,,,,,,mq,health insurance and managed care,"""health insurance"" OR ""managed care"""
drug_prices,,0,0,Controversy: drug price regulation (pro/con),controversy: drug price regulation (pro/con),3,0.00002,news,health,health_insurance,,,,,,mr,controversy: drug price regulation (pro/con),"""drug price regulation"""
birth_control_coverage,,0,0,Controversy: must insurance cover birth control (y/n),controversy: must insurance cover birth control (y/n),3,0.00002,news,health,health_insurance,,,,,,ms,controversy: must insurance cover birth control (y/n),"""birth control coverage"""
abortion_coverage,,0,0,Controversy: must insurance cover abortion (y/n),controversy: must insurance cover abortion (y/n),3,0.00002,news,health,health_insurance,,,,,,mt,controversy: must insurance cover abortion (y/n),"""abortion coverage"""
medicaid,9361000,1,1,Medicaid,medicaid,3,0.00868,news,health,health_insurance,,,,,,mu,medicaid,medicaid
medicare,9361001,1,1,Medicare,medicare,3,0.01359,news,health,health_insurance,,,,,,mv,medicare,medicare
dna,9361153,0,1,Dna (deoxyribonucleic acid),dna (deoxyribonucleic acid),2,0.00002,news,health,,,,,,,mw,dna (deoxyribonucleic acid),dna
blood,9361147,0,1,Blood,blood,2,0.00586,news,health,,,,,,,mx,blood,"""blood disorder"" OR leukemia"
intelligence,9361297,0,1,Intelligence,intelligence,2,0.01531,news,health,,,,,,,my,intelligence,iq
