Code,"ID (NYT, cartogram)",Show it?,Tag it?,Official name,Lowercase name,Parents,Popularity,tag0,tag1,tag2,tag3,tag4,tag5,tag6,Part of,Code,Comment,Search string
media,9360911,1,1,Media,media,1,0.00476,news,,,,,,,,mz,media,
news_media,9360885,0,1,News and news media,news and news media,2,0.00234,news,media,,,,,,,na,news and news media,"""news media"" OR ""news bias"" OR ""fake news"" OR ""filter bubble"" OR ""echo chamber"""
newspapers,9361021,0,1,Newspapers,newspapers,2,0.00143,news,media,,,,,,,nb,newspapers,newspaper
editorials,9360894,0,1,Editorials,editorials,2,0.00120,news,media,,,,,,,nc,editorials,editorial 
corrections,9360949,0,1,Correction stories,correction stories,2,0.00003,news,media,,,,,,,nd,correction stories,"""correction stor"""
entertainment,,1,1,Entertainment,entertainment,1,0.12878,news,,,,,,,,ne,entertainment,
amusements,9361206,0,1,Entertainment and amusements,entertainment and amusements,2,0.00002,news,entertainment,,,,,,,nf,entertainment and amusements,entertainment OR amusements
eating_drinking,,1,1,Eating & drinking,eating & drinking,2,0.01384,news,entertainment,,,,,,,ng,eating & drinking,"""food and drink"""
bakeries,9361301,1,1,Bakeries and baked products,bakeries and baked products,3,0.00004,news,entertainment,eating_drinking,,,,,,nh,bakeries and baked products,baker
restaurants,9360966,1,1,Restaurants,restaurants,3,0.00820,news,entertainment,eating_drinking,,,,,,ni,restaurants,restaurant
bars,9361233,1,1,Bars,bars,3,0.00279,news,entertainment,eating_drinking,,,,,,nj,bars,bar
wines,9361127,1,1,Wines,wines,3,0.00031,news,entertainment,eating_drinking,,,,,,nk,wines,wine
beer,9361353,1,1,Beer,beer,3,0.00304,news,entertainment,eating_drinking,,,,,,nl,beer,beer
shopping,,1,1,Shopping,shopping,2,0.00742,news,entertainment,,,,,,,nm,shopping,shopping
jewelry,9361093,0,1,Jewels and jewelry,jewels and jewelry,3,0.00003,news,entertainment,shopping,,,,,,nn,jewels and jewelry,jewels OR jewelery
apparel,9360953,0,1,Apparel,apparel,3,0.00157,news,entertainment,shopping,,,,,,no,apparel,apparel
shoes_boots,9361110,0,1,Shoes and boots,shoes and boots,3,0.00014,news,entertainment,shopping,,,,,,np,shoes and boots,shoes OR boots
furniture,9361341,0,1,Furniture,furniture,3,0.00057,news,entertainment,shopping,,,,,,nq,furniture,furniture
furnishings,9360954,0,1,Home furnishings,home furnishings,3,0.00011,news,entertainment,shopping,,,,,,nr,home furnishings,"""home furnishing"""
antiques,9361339,0,1,Antiques,antiques,3,0.00019,news,entertainment,shopping,,,,,,ns,antiques,antiques
design,9361331,0,1,Design,design,3,0.00002,news,entertainment,shopping,,,,,,nt,design,
interior_design,9361304,0,1,Interior design,interior design,3,0.00009,news,entertainment,shopping,,,,,,nu,interior design,"""interior design"""
toys,9361122,0,1,Toys,toys,3,0.00061,news,entertainment,shopping,,,,,,nv,toys,toys
recording_equipment,9361351,0,1,Recording equipment,recording equipment,3,0.00002,news,entertainment,shopping,,,,,,nw,recording equipment,"""recording equipment"""
new_products,9362000,0,1,"New models, design and products","new models, design and products",3,0.00002,news,entertainment,shopping,,,,,,nx,"new models, design and products","""new model"" OR ""new design"" OR ""new product"""
collections,9361325,0,1,Collectors and collections,collectors and collections,3,0.00002,news,entertainment,shopping,,,,,,ny,collectors and collections,collector
gifts,9361383,0,1,Gifts,gifts,3,0.00092,news,entertainment,shopping,,,,,,nz,gifts,gifts
auctions,9361131,0,1,Auctions,auctions,3,0.00045,news,entertainment,shopping,,,,,,oa,auctions,auction
shows,,1,0,Shows etc,shows etc,2,0.10450,news,entertainment,,,,,,,ob,shows etc,
radio,9360969,0,1,Radio,radio,3,0.01540,news,entertainment,shows,,,,,,oc,radio,radio
audio_recordings,9360856,0,1,Recordings (audio),recordings (audio),3,0.00467,news,entertainment,shows,,,,,,od,recordings (audio),"""audio recording"" OR ""music recording"" OR ""recording studio"""
labels,9361377,0,1,Labeling and labels,labeling and labels,3,0.00002,news,entertainment,shows,,,,,,oe,labeling and labels,
music,9360939,0,1,Music,music,3,0.01655,news,entertainment,shows,,,,,,of,music,music
rock,9361074,0,1,Rock,rock,3,0.02417,news,entertainment,shows,,,,,,og,rock music,rock
classical_music,9361296,0,1,Classical music,classical music,3,0.00009,news,entertainment,shows,,,,,,oh,classical music,"""classical music"""
jazz,9361292,0,1,Jazz,jazz,3,0.00333,news,entertainment,shows,,,,,,oi,jazz,jazz
tv,9360879,0,1,Television,television,3,0.01204,news,entertainment,shows,,,,,,oj,television,television OR tv
cable_tv,9361991,0,1,Cable television,cable television,3,0.00002,news,entertainment,shows,,,,,,ok,cable television,"""cable television"" OR ""cable tv"" OR comcast"
movies,9360845,0,1,Motion pictures,motion pictures,3,0.00291,news,entertainment,shows,,,,,,ol,motion pictures,"""motion picture"" OR movie OR hollywood"
video_recordings,9360862,0,1,Recordings (video),recordings (video),3,0.00012,news,entertainment,shows,,,,,,om,recordings (video),"""video recording"""
oscars,9361094,0,1,Academy awards (oscars),academy awards (oscars),3,0.00002,news,entertainment,shows,,,,,,on,academy awards (oscars),"""academy award"" OR oscars"
documentaries,9361068,0,1,Documentary films and programs,documentary films and programs,3,0.00032,news,entertainment,shows,,,,,,oo,documentary films and programs,documentary
ratings,9360876,0,1,Ratings and rating systems,ratings and rating systems,3,0.00027,news,entertainment,shows,,,,,,op,ratings and rating systems,"""nielsen rating"" OR ""show rating"""
theater,9361016,0,1,Theater,theater,3,0.00418,news,entertainment,shows,,,,,,oq,theater,theater
opera,9361057,0,1,Opera,opera,3,0.01526,news,entertainment,shows,,,,,,or,opera,opera
concerts,9361362,0,1,Concerts and recitals,concerts and recitals,3,0.00002,news,entertainment,shows,,,,,,os,concerts and recitals,concert OR recitals
nightclubs,9361352,0,1,Nightclubs and cabarets,nightclubs and cabarets,3,0.00002,news,entertainment,shows,,,,,,ot,nightclubs and cabarets,nightclub OR cabaret
comedy,9361100,0,1,Comedy and humor,comedy and humor,3,0.00009,news,entertainment,shows,,,,,,ou,comedy and humor,"comedy OR ""funny show"""
art_shows,9362045,0,1,Art shows,art shows,3,0.00002,news,entertainment,shows,,,,,,ov,art shows,"""art show"""
exhibits,9361389,0,1,Shows (exhibits),shows (exhibits),3,0.00002,news,entertainment,shows,,,,,,ow,shows (exhibits),exhibit
festivals,9361096,0,1,Festivals,festivals,3,0.00051,news,entertainment,shows,,,,,,ox,festivals,festival
christmas,9361002,0,1,Christmas,christmas,3,0.00833,news,entertainment,shows,,,,,,oy,christmas,christmas
new_year,9360948,0,1,New year,new year,3,0.00005,news,entertainment,shows,,,,,,oz,new year,"""new year"""
weddings,9361135,0,1,Weddings and engagements,weddings and engagements,3,0.00014,news,entertainment,shows,,,,,,pa,weddings and engagements,wedding
parades,9361058,0,1,Parades,parades,3,0.00012,news,entertainment,shows,,,,,,pb,parades,parade
royal_family,9361285,0,1,Royal family,royal family,3,0.00025,news,entertainment,shows,,,,,,pc,royal family,"""royal family"" OR ""prince charles"" OR ""queen elizabeth"" OR ""prince harry"" OR ""prince william"""
parties,9361095,0,1,Parties (social),parties (social),3,0.00008,news,entertainment,shows,,,,,,pd,parties (social),
dancing,9361129,0,1,Dancing,dancing,3,0.00167,news,entertainment,shows,,,,,,pe,dancing,dancing
games,9361024,0,1,Games,games,3,0.00103,news,entertainment,shows,,,,,,pf,games,
bridge,9361242,0,1,Bridge,bridge,3,0.01059,news,entertainment,shows,,,,,,pg,bridge (card game),"""play bridge"" OR ""bridge play"" OR ""bridge game"""
chess,9361291,0,1,Chess,chess,3,0.00045,news,entertainment,shows,,,,,,ph,chess,chess
contests,9361091,0,1,Contests and prizes,contests and prizes,3,0.00006,news,entertainment,shows,,,,,,pi,contests and prizes,contest OR prizes
gambling,9361105,0,1,Gambling,gambling,3,0.00038,news,entertainment,shows,,,,,,pj,gambling,gambling
lifestyle,9362047,1,1,Lifestyle,lifestyle,2,0.00405,news,entertainment,,,,,,,pk,life styles,lifestyle
leisure,9361267,0,1,Leisure,leisure,2,0.00060,news,entertainment,,,,,,,pl,leisure,leisure
gardening,9361268,0,1,Gardening,gardening,2,0.00052,news,entertainment,,,,,,,pm,gardens and gardening,gardening
dogs,9361111,0,1,Dogs,dogs,2,0.00186,news,entertainment,,,,,,,pn,dogs,dog
sports,,1,0,Sports,sports,1,0.03874,news,,,,,,,,po,sports,sports
athletics and sports,9361137,0,1,Athletics and sports,athletics and sports,2,0.00073,news,sports,,,,,,,pp,athletics and sports,athletics
football,9360945,0,1,Football,football,2,0.01278,news,sports,,,,,,,pq,football,football
super_bowl,9360973,0,1,Super bowl,super bowl,2,0.00044,news,sports,,,,,,,pr,super bowl,"""super bowl"""
basketball,9360931,0,1,Basketball,basketball,2,0.00596,news,sports,,,,,,,ps,basketball,basketball
college_sports,9360944,0,1,College athletics,college athletics,2,0.00147,news,sports,,,,,,,pt,college athletics,"""college athletics"""
baseball,9360909,0,1,Baseball,baseball,2,0.00754,news,sports,,,,,,,pu,baseball,baseball
tennis,9361109,0,1,Tennis,tennis,2,0.00166,news,sports,,,,,,,pv,tennis,tennis
times_sports,9361118,0,1,Sports of the times (times column),sports of the times (times column),2,0.00011,news,sports,,,,,,,pw,sports of the times (times column),
soccer,9360965,0,1,Soccer,soccer,2,0.00278,news,sports,,,,,,,px,soccer,soccer
icehockey,9361112,0,1,"Hockey, ice","hockey, ice",2,0.00044,news,sports,,,,,,,py,"hockey, ice",hockey
skating,9361270,0,1,Ice skating,ice skating,2,0.00002,news,sports,,,,,,,pz,ice skating,skating
figure_skating,9361269,0,1,Figure skating,figure skating,2,0.00002,news,sports,,,,,,,qa,figure skating,"""figure skating"""
ncaa_basketball,9361188,0,1,Ncaa basketball tournament,ncaa basketball tournament,2,0.00020,news,sports,,,,,,,qb,ncaa basketball tournament,"""ncaa basketball"" OR ""march madness"""
olympics,9360952,0,1,Olympic games,olympic games,2,0.00052,news,sports,,,,,,,qc,olympic games,"""olympic games"" OR olympics"
skiing,9361238,0,1,Skiing,skiing,2,0.00008,news,sports,,,,,,,qd,skiing,skiing
playoffs,9361282,0,1,Playoff games,playoff games,2,0.00009,news,sports,,,,,,,qe,playoff games,playoff
boxing,9361114,0,1,Boxing,boxing,2,0.00078,news,sports,,,,,,,qf,boxing,boxing
us_open,9361347,0,1,United states open (tennis),united states open (tennis),2,0.00002,news,sports,,,,,,,qg,united states open (tennis),"""us open"" OR ""flushing meadows"""
horse_racing,9360932,0,1,Horse racing,horse racing,2,0.00019,news,sports,,,,,,,qh,horse racing,"""horse rac"""
world_series,9361101,0,1,World series,world series,2,0.00005,news,sports,,,,,,,qi,world series,"""world series"""
coaches,9360985,0,1,Coaches and managers,coaches and managers,2,0.00048,news,sports,,,,,,,qj,coaches and managers,coach
draft,9361138,0,1,Draft and recruitment (sports),draft and recruitment (sports),2,0.00133,news,sports,,,,,,,qk,draft and recruitment (sports),
trades,9361237,0,1,Trades (sports),trades (sports),2,0.00003,news,sports,,,,,,,ql,trades (sports),
free_agents,9361332,0,1,Free agents (sports),free agents (sports),2,0.00004,news,sports,,,,,,,qm,free agents (sports),"""free agents"""
car_racing,9361178,0,1,Automobile racing,automobile racing,2,0.00021,news,sports,,,,,,,qn,automobile racing,"""car racing"" OR ""formula one"" OR ""formula 1"" OR nascar"
interscholastics,9361290,0,1,Interscholastic athletics,interscholastic athletics,2,0.00002,news,sports,,,,,,,qo,interscholastic athletics,interscholastic athletics
running,9361081,0,1,Running,running,2,0.00450,news,sports,,,,,,,qp,running,running OR runner OR jog OR sprint
marathon running,9361082,0,1,Marathon running,marathon running,2,0.00004,news,sports,,,,,,,qq,marathon running,marathon
bicycles and bicycling,9361088,0,1,Bicycles and bicycling,bicycles and bicycling,2,0.00011,news,sports,,,,,,,qr,bicycles and bicycling,bicycles and bicycling
golf,9361130,0,1,Golf,golf,2,0.00474,news,sports,,,,,,,qs,golf,golf
swimming,9361133,0,1,Swimming,swimming,2,0.00068,news,sports,,,,,,,qt,swimming,swimming
track_field,9361183,0,1,Track and field,track and field,2,0.00015,news,sports,,,,,,,qu,track and field,"""track and field"" OR ""high jump"" OR ""long jump"" OR ""pole vault"""
summer_games,9361184,0,1,Summer games (olympics),summer games (olympics),2,0.00008,news,sports,,,,,,,qv,summer games (olympics),"""summer games"""
stadiums,9361186,0,1,Stadiums and arenas,stadiums and arenas,2,0.00002,news,sports,,,,,,,qw,stadiums and arenas,stadium OR arena
hunting,9361190,0,1,Hunting and trapping,hunting and trapping,2,0.00002,news,sports,,,,,,,qx,hunting and trapping,hunting OR trapping OR hunter
world_cup,9361193,0,1,World cup (soccer),world cup (soccer),2,0.00005,news,sports,,,,,,,qy,world cup (soccer),"""world cup"""
fishing,9361271,0,1,"Fishing, sport","fishing, sport",2,0.00002,news,sports,,,,,,,qz,"fishing, sport",fishing
boating,9361307,0,1,Boats and boating,boats and boating,2,0.00002,news,sports,,,,,,,ra,boats and boating,boat OR canoe OR kayak
records,9361349,0,1,Records and achievements,records and achievements,2,0.00002,news,sports,,,,,,,rb,records and achievements,"""world records"" OR ""olympic record"""
weather,9360902,1,1,Weather,weather,1,0.00597,news,,,,,,,,rc,weather,weather
hurricanes,9360925,1,1,Hurricanes and tropical storms,hurricanes and tropical storms,2,0.00059,news,weather,,,,,,,rd,hurricanes and tropical storms,hurricane OR storm OR cyclone OR tornado 
snow,9361047,1,1,Snow and snowstorms,snow and snowstorms,2,0.00023,news,weather,,,,,,,re,snow and snowstorms,snow
money,,1,0,Money,money,1,0.09245,news,,,,,,,,rf,money,
finance,,1,0,Finance,finance,2,0.03783,news,money,,,,,,,rg,finance,finance
finances,9360840,0,1,Finances,finances,3,0.02111,news,money,finance,,,,,,rh,finances,finances
banking,9360943,0,1,Banking,banking,3,0.00475,news,money,finance,,,,,,ri,banks and banking,banking OR banks
savings_loan_ass,9362040,0,1,Savings and loan associations,savings and loan associations,3,0.00002,news,money,finance,,,,,,rj,savings and loan associations,"""savings and loan"""
credit,9361030,0,1,Credit,credit,3,0.01556,news,money,finance,,,,,,rk,credit,loans OR credits
credit_cards,9361229,0,1,Credit and money cards,credit and money cards,3,0.00002,news,money,finance,,,,,,rl,credit and money cards,"""credit cards"" OR ""debit card"""
mortgages,9361175,0,1,Mortgages,mortgages,3,0.00044,news,money,finance,,,,,,rm,mortgages,mortgage
interest,9361078,0,1,Interest rates,interest rates,3,0.00101,news,money,finance,,,,,,rn,interest rates,"""interest rate"""
savings,9361344,0,1,Savings,savings,3,0.00106,news,money,finance,,,,,,ro,savings,savings
stocks_bonds,9361012,0,1,Stocks and bonds,stocks and bonds,3,0.00172,news,money,finance,,,,,,rp,stocks and bonds,stocks OR bonds
government_bonds,9361166,0,1,Government bonds,government bonds,3,0.00009,news,money,finance,,,,,,rq,government bonds,"""government bond"""
nasdaq,9361165,0,1,Nasdaq composite index,nasdaq composite index,3,0.00014,news,money,finance,,,,,,rr,nasdaq composite index,nasdaq
dow_jones,9361218,0,1,Dow jones stock average,dow jones stock average,3,0.00007,news,money,finance,,,,,,rs,dow jones stock average,"""dow jones"""
mutual_funds,9361132,0,1,Mutual funds,mutual funds,3,0.00010,news,money,finance,,,,,,rt,mutual funds,"""mutual fund"""
futures,9361222,0,1,Futures and options trading,futures and options trading,3,0.00011,news,money,finance,,,,,,ru,futures and options trading,"""futures"" OR ""options trad"""
futures_trading,9361252,0,1,Futures trading,futures trading,3,0.00002,news,money,finance,,,,,,rv,futures trading,"""futures trad"""
brokers,9361354,0,1,Brokers and brokerage firms,brokers and brokerage firms,3,0.00002,news,money,finance,,,,,,rw,brokers and brokerage firms,broker
stock_prices,9361391,0,1,Stock prices and trading volume,stock prices and trading volume,3,0.00002,news,money,finance,,,,,,rx,stock prices and trading volume,"""stock price"" OR ""share price"" OR ""trading volume"""
currency,9361044,0,1,Currency,currency,3,0.00067,news,money,finance,,,,,,ry,currency,currency
corporations,9361051,0,1,Corporations,corporations,3,0.00163,news,money,finance,,,,,,rz,corporations,corporations
company_reports,9361050,0,1,Company reports,company reports,3,0.00070,news,money,finance,,,,,,sa,company reports,"""company report"" OR ""quarterly report"" OR ""earnings report"""
mergers,9361071,0,1,"Mergers, acquisitions and divestitures","mergers, acquisitions and divestitures",3,0.00037,news,money,finance,,,,,,sb,"mergers, acquisitions and divestitures",mergers OR acquisition OR divestiture
taxation,9360882,1,1,Taxation,taxation,2,0.00176,news,money,,,,,,,sc,taxation,taxation
federal_tax,9361253,0,1,Federal taxes (us),federal taxes (us),3,0.00003,news,money,taxation,,,,,,sd,federal taxes (us),"""federal tax"""
income_tax,9361405,0,1,Income tax,income tax,3,0.00014,news,money,taxation,,,,,,se,income tax,"""income tax"""
property_taxes,9360917,0,1,Property taxes,property taxes,3,0.00004,news,money,taxation,,,,,,sf,property taxes,property taxes
tax_credits,9361254,0,1,Tax credits,tax credits,3,0.00004,news,money,taxation,,,,,,sg,tax credits,"""tax credit"""
industries,,1,1,Industries,industries,2,0.04736,news,money,,,,,,,sh,industries,
industry profiles,9361979,0,1,Industry profiles,industry profiles,3,0.00002,news,money,industries,,,,,,si,industry profiles,"""industry profile"""
small business,9361072,0,1,Small business,small business,3,0.00629,news,money,industries,,,,,,sj,small business,"""small business"""
postal service,9361033,0,1,Postal service,postal service,3,0.00021,news,money,industries,,,,,,sk,postal service,"""postal service"" OR usps"
retail,9361069,1,1,Retail,retail,3,0.00850,news,money,industries,,,,,,sl,retail stores and trade,retail
shopping centers,9361329,0,1,Shopping centers,shopping centers,4,0.00003,news,money,industries,retail,,,,,sm,shopping centers,"""shopping center"" OR ""shopping mall"""
hotels and motels,9361102,1,1,Hotels,hotels,3,0.00288,news,money,industries,,,,,,sn,hotels and motels,hotels
manufacturing,,1,1,Manufacturing,manufacturing,3,0.00682,news,money,industries,,,,,,so,,manufacturing
factories and industrial plants,9361182,0,1,Factories and industrial plants,factories and industrial plants,4,0.00006,news,money,industries,manufacturing,,,,,sp,factories and industrial plants,"factories OR ""manufacturing plant"""
production,9361181,0,1,Production,production,4,0.00002,news,money,industries,manufacturing,,,,,sq,production,
textiles,9361104,0,1,Textiles,textiles,4,0.00022,news,money,industries,manufacturing,,,,,sr,textiles,textiles
chemicals,9361117,0,1,Chemicals,chemicals,4,0.00030,news,money,industries,manufacturing,,,,,ss,chemicals,chemicals
mining,9361146,1,1,Mining,mining,3,0.00088,news,money,industries,,,,,,st,mines and mining,"mining OR ""coal mine"" OR ""iron mine"" OR ""copper mine"""
metals_minerals,9361171,0,1,Metals and minerals,metals and minerals,4,0.00003,news,money,industries,mining,,,,,su,metals and minerals,metals OR minerals
steel,9361261,0,1,Steel and iron,steel and iron,4,0.00002,news,money,industries,mining,,,,,sv,steel and iron,"""steel production"" OR ""steel mill"" OR ""steel price"" OR ""steel export"" OR ""steel import"""
construction,9361023,1,1,Construction & home repairs,construction & home repairs,3,0.00079,news,money,industries,,,,,,sw,building (construction),"construction OR ""home repair"""
architecture,9361299,0,1,Architecture,architecture,4,0.00075,news,money,industries,construction,,,,,sx,architecture,architecture
home repairs and improvements,9360956,0,1,Home repairs and improvements,home repairs and improvements,4,0.00002,news,money,industries,construction,,,,,sy,home repairs and improvements,"""home repair"" OR ""home improvement"""
home repairs,9360951,0,1,Home repairs,home repairs,4,0.00002,news,money,industries,construction,,,,,sz,home repairs,"""home repairs"""
real_estate,9361337,1,1,Real estate,real estate,3,0.00127,news,money,industries,,,,,,ta,real estate,"""real estate"""
condominiums,9361244,0,1,Condominiums,condominiums,4,0.00009,news,money,industries,real_estate,,,,,tb,condominiums,condominium
office buildings and commercial properties,9360959,0,1,Office buildings and commercial properties,office buildings and commercial properties,4,0.00002,news,money,industries,real_estate,,,,,tc,office buildings and commercial properties,"""office building"" OR ""commercial propert"""
renting and leasing,9361243,0,1,Renting and leasing,renting and leasing,4,0.00047,news,money,industries,real_estate,,,,,td,renting and leasing,"""apartment rent"" OR ""building rent"""
insurance,9360924,1,1,Insurance,insurance,3,0.01076,news,money,industries,,,,,,te,insurance,insurance
automobile insurance and liability,9361257,0,1,Car insurance,car insurance,4,0.00022,news,money,industries,insurance,,,,,tf,automobile insurance and liability,"""car insurance"""
accounting and accountants,9361276,0,1,Accounting,accounting,4,0.00357,news,money,industries,insurance,,,,,tg,accounting and accountants,accounting
marketing_sales,,1,0,Marketing & sales,marketing & sales,3,0.01721,news,money,industries,,,,,,th,,
advertising and marketing,9360849,0,1,Advertising & marketing,advertising & marketing,4,0.00090,news,money,industries,marketing_sales,,,,,ti,advertising and marketing,
marketing and merchandising,9361312,0,1,Marketing,marketing,4,0.00513,news,money,industries,marketing_sales,,,,,tj,marketing and merchandising,marketing
advertising,9360908,0,1,Advertising,advertising,4,0.00165,news,money,industries,marketing_sales,,,,,tk,advertising,advertising
trade_shows,,0,1,Trade shows and fairs,trade shows and fairs,4,0.00002,news,money,industries,marketing_sales,,,,,tl,0,"""trade show"" OR ""trade fair"""
sales,9360995,0,1,Sales,sales,4,0.01056,news,money,industries,marketing_sales,,,,,tm,sales,sales
discount selling,9361343,0,1,Discount selling,discount selling,4,0.00002,news,money,industries,marketing_sales,,,,,tn,discount selling,"""discount sell"""
economic_trends,9360989,1,1,Economic conditions & trends,economic conditions & trends,2,0.02038,news,money,,,,,,,to,economic conditions and trends,US
us_economy,9360990,0,1,United states economy,united states economy,3,0.00174,news,money,economic_trends,,,,,,tp,united states economy,"""united states economy"" OR ""us economy"" OR ""u.s. economy"""
recession,9360873,0,1,Recession and depression,recession and depression,3,0.00076,news,money,economic_trends,,,,,,tq,recession and depression,recession and depression
income,9361382,1,1,Income,income,3,0.00572,news,money,economic_trends,,,,,,tr,income,income
wages,9360984,0,1,Wages,wages,4,0.00175,news,money,economic_trends,income,,,,,ts,wages and salaries,wages
strikes,9360929,1,1,Strikes,strikes,3,0.00147,news,money,economic_trends,,,,,,tt,strikes,strikes
prices,9361420,1,1,Prices,prices,3,0.00557,news,money,economic_trends,,,,,,tu,prices,prices
fares_fees,9360996,0,1,"Prices (fares, fees and rates)","prices (fares, fees and rates)",4,0.00139,news,money,economic_trends,prices,,,,,tv,"prices (fares, fees and rates)",
consumer_behavior,9361265,0,1,Consumer behavior,consumer behavior,3,0.00006,news,money,economic_trends,,,,,,tw,consumer behavior,"""consumer behavior"""
shortages,9361164,0,1,Shortages,shortages,3,0.00206,news,money,economic_trends,,,,,,tx,shortages,shortages
company_profiles,9362006,0,1,Company and organization profiles,company and organization profiles,2,0.00002,news,money,,,,,,,ty,company and organization profiles,"""company profiles"" OR ""organization profile"""
bankruptcies,9361241,0,1,Bankruptcies,bankruptcies,2,0.00039,news,money,,,,,,,tz,bankruptcies,bankruptcy
executives,9361272,0,1,Executives and management,executives and management,2,0.00004,news,money,,,,,,,ua,executives and management,executives OR management
directors,9361314,0,1,Boards of directors,boards of directors,2,0.00002,news,money,,,,,,,ub,boards of directors,"""board of directors"""
relocation,9361990,0,1,Relocation of business,relocation of business,2,0.00002,news,money,,,,,,,uc,relocation of business,"outsourcing OR ""business relocation"""
budgets,9360850,0,1,Budgets and budgeting,budgets and budgeting,2,0.00143,news,money,,,,,,,ud,budgets and budgeting,budgets OR budgeting
personal_finances,9361286,0,1,Personal finances,personal finances,2,0.00004,news,money,,,,,,,ue,personal finances,"""personal finance"""
philanthropy,9360871,0,1,Philanthropy,philanthropy,2,0.00084,news,money,,,,,,,uf,philanthropy,philanthropy
privatization,9360843,0,1,Privatization,privatization,2,0.00010,news,money,,,,,,,ug,privatization,privatization
contracts,9361975,0,1,Contracts,contracts,2,0.00050,news,money,,,,,,,uh,contracts,contracts
federal_aid,9361989,0,1,Federal aid,federal aid,2,0.00011,news,money,,,,,,,ui,federal aid (us),"""federal aid"""